Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
10,29/08/2009,1,RealMadrid,DeportivodeLaCoruña,3-2,3,2,1,L,0,Fernández Borbalán,2,2,0,0,"[""25'"", ""34'"", ""59'""]","['Raúl ', 'Cristiano Ronaldo ', 'Lass Diarra ']","[""30'"", ""46'""]","['Riki ', 'Valerón ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,29/08/2009,1,Zaragoza,Tenerife,1-0,1,0,0,L,0,González González,1,5,0,0,"[""73'""]",['Arizmendi '],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,30/08/2009,1,Málaga,AtléticodeMadrid,3-0,3,0,0,L,0,Muñiz Fernández,4,4,0,0,"[""33'"", ""63'"", ""88'""]","['Baha ', 'Manu Torres ', 'Xavi Torres ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,30/08/2009,1,Valencia,Sevilla,2-0,2,0,0,L,0,Rubinos Pérez,1,4,0,0,"[""47'"", ""80'""]","['Mata ', 'Pablo Hernández ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,30/08/2009,1,Mallorca,Xerez,2-0,2,0,0,L,0,Estrada Fernández,3,5,0,0,"[""56'"", ""60'""]","['Aduriz ', 'Tuni ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,30/08/2009,1,Almería,Valladolid,0-0,0,0,0,E,0,Mateu Lahoz,2,3,0,1,[],[],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,30/08/2009,1,RacingdeSantander,Getafe,1-4,1,4,0,V,0,Delgado Ferreiro,2,3,0,0,"[""43'""]",['Lacen '],"[""12'"", ""28'"", ""33'"", ""55'""]","['Rafa ', 'Soldado ', 'Soldado ', 'Soldado ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,30/08/2009,1,Osasuna,Villarreal,1-1,1,1,0,E,0,Teixeira Vitienes,2,2,0,0,"[""37'""]",['Pandiani '],"[""32'""]",['Cazorla '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,30/08/2009,1,AthleticClub,Espanyol,1-0,1,0,0,L,0,Clos Gómez,2,6,0,0,"[""78'""]",['Toquero '],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,31/08/2009,1,Barcelona,SportingdeGijón,3-0,3,0,0,L,0,Ramírez Domínguez,0,2,0,0,"[""18'"", ""42'"", ""82'""]","['Bojan ', 'Keita ', 'Ibrahimović ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,13/09/2009,2,SportingdeGijón,Almería,1-0,1,0,0,L,0,Delgado Ferreiro,3,4,0,0,"[""5'""]",['Diego Castro '],[],[],0,1,16,9,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0
10,13/09/2009,2,Valladolid,Valencia,2-4,2,4,0,V,0,Undiano Mallenco,1,2,0,0,"[""31'"", ""65'""]","['Nauzet Alemán ', 'Manucho ']","[""10'"", ""34'"", ""45'"", ""55'""]","['Silva ', 'Villa ', 'Mata ', 'Villa ']",1,3,11,4,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
10,13/09/2009,2,Tenerife,Osasuna,2-1,2,1,0,L,0,Velasco Carballo,1,5,0,1,"[""47'"", ""63'""]","['Nino ', 'Ricardo ']","[""51'""]",['Pandiani '],0,1,18,10,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
10,13/09/2009,2,Villarreal,Mallorca,1-1,1,1,0,E,0,Paradas Romero,1,2,0,0,"[""54'""]",['Rossi '],"[""75'""]",['Borja Valero '],1,3,12,5,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
10,13/09/2009,2,DeportivodeLaCoruña,Málaga,1-0,1,0,0,L,0,Turienzo Álvarez,2,5,0,0,"[""81'""]",['Filipe Luís '],[],[],0,3,17,3,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
10,12/09/2009,2,Getafe,Barcelona,0-2,0,2,0,V,0,Iturralde González,3,1,0,0,[],[],"[""66'"", ""80'""]","['Ibrahimović ', 'Messi ']",3,3,2,7,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10,12/09/2009,2,AtléticodeMadrid,RacingdeSantander,1-1,1,1,0,E,0,Álvarez Izquierdo,1,2,0,1,"[""43'""]",['Jurado '],"[""45'""]",['scar Serrano '],0,0,15,19,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
10,12/09/2009,2,Sevilla,Zaragoza,4-1,4,1,0,L,0,González Vázquez,3,3,0,0,"[""8'"", ""45'"", ""57'"", ""85'""]","['Konko ', 'Luís Fabiano ', 'Perotti ', 'Luís Fabiano ']","[""33'""]",['Arizmendi '],0,3,14,8,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
10,12/09/2009,2,Espanyol,RealMadrid,0-3,0,3,0,V,0,Pérez Burrull,2,2,0,0,[],[],"[""39'"", ""78'"", ""89'""]","['Granero ', 'Guti ', 'Cristiano Ronaldo ']",0,3,13,1,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
10,13/09/2009,2,Xerez,AthleticClub,0-1,0,1,0,V,0,Ayza Gámez,4,3,1,0,[],[],"[""31'""]",['Propia Puerta'],0,3,20,6,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
10,20/09/2009,3,AthleticClub,Villarreal,3-2,3,2,0,L,0,Muñiz Fernández,3,5,0,0,"[""11'"", ""39'"", ""58'""]","['Llorente ', 'Llorente ', 'Javi Martínez ']","[""48'"", ""84'""]","['Cani ', 'Cazorla ']",6,2,3,13,,,1.0,0.333,1.0,1.0,0.0,1.0,2.5,1.5,0.0,0.0,8.0,0.0
