Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
8,25/08/2007,1,Murcia,Zaragoza,2-1,2,1,0,L,0,Álvarez Izquierdo,2,2,0,1,"[""17'"", ""68'""]","['Mejía ', 'Baiano ']","[""30'""]",['Oliveira '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,25/08/2007,1,RealMadrid,AtléticodeMadrid,2-1,2,1,0,L,0,Mejuto González,3,2,0,0,"[""14'"", ""79'""]","['Raúl ', 'Sneijder ']","[""1'""]",['Agüero '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,25/08/2007,1,Sevilla,Getafe,4-1,4,1,0,L,0,Turienzo Álvarez,1,5,0,1,"[""46'"", ""66'"", ""69'"", ""81'""]","['Jesús Navas ', 'Luís Fabiano ', 'Propia Puerta', 'Kerzhakov ']","[""1'""]",['Pablo Hernández '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26/08/2007,1,AthleticClub,Osasuna,0-0,0,0,0,E,0,Velasco Carballo,5,4,0,0,[],[],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26/08/2007,1,DeportivodeLaCoruña,Almería,0-3,0,3,0,V,0,Ontanaya López,0,3,0,0,[],[],"[""18'"", ""33'"", ""50'""]","['Negredo ', 'Soriano ', 'Crusat ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26/08/2007,1,Espanyol,Valladolid,0-1,0,1,0,V,0,Fernández Borbalán,3,2,0,0,[],[],"[""54'""]",['Llorente '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26/08/2007,1,RecreativodeHuelva,Betis,1-1,1,1,0,E,0,Pérez Burrull,0,2,0,0,"[""25'""]",['Pongolle '],"[""39'""]",['Nano Rivas '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26/08/2007,1,Mallorca,Levante,3-0,3,0,1,L,0,Ramírez Domínguez,0,3,0,0,"[""24'"", ""56'"", ""71'""]","['Ibagaza ', 'Güiza ', 'Ibagaza ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26/08/2007,1,RacingdeSantander,Barcelona,0-0,0,0,0,E,0,Muñiz Fernández,1,1,1,0,[],[],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26/08/2007,1,Valencia,Villarreal,0-3,0,3,0,V,1,Pérez Lasa,4,1,1,0,[],[],"[""15'"", ""62'"", ""72'""]","['Tomasson ', 'Rossi ', 'Cazorla ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
