Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
21,12/09/2020,1,Granada,AthleticClub,2-0,2,0,0,L,0,Mateu Lahoz,3,4,0,0,"[""49'"", ""53'""]","['Herrera ', 'Milla ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,12/09/2020,1,Eibar,CeltadeVigo,0-0,0,0,0,E,0,Pizarro Gómez,4,4,0,0,[],[],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,12/09/2020,1,Cádiz,Osasuna,0-2,0,2,0,V,0,Díaz de Mera,2,2,0,0,[],[],"[""10'"", ""80'""]","['Adrián ', 'Rubén García ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,13/09/2020,1,Valladolid,RealSociedad,1-1,1,1,0,E,0,Melero López,4,1,0,0,"[""39'""]",['Míchel '],"[""60'""]",['Roberto López '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,13/09/2020,1,Villarreal,Huesca,1-1,1,1,1,E,0,Estrada Fernández,1,1,0,0,"[""68'""]",['Gerard Moreno '],"[""42'""]",['Maffeo '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,13/09/2020,1,Valencia,Levante,4-2,4,2,0,L,0,Sánchez Martínez,1,4,0,0,"[""11'"", ""39'"", ""75'"", ""94'""]","['Gabriel Paulista ', 'Maxi Gómez ', 'Manu Vallejo ', 'Manu Vallejo ']","[""1'"", ""36'""]","['Morales ', 'Morales ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,13/09/2020,1,Alavés,Betis,0-1,0,1,0,V,0,González Fuertes,3,3,0,0,[],[],"[""94'""]",['Tello '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,12/01/2021,1,AtléticodeMadrid,Sevilla,2-0,2,0,0,L,0,Estrada Fernández,2,0,0,0,"[""16'"", ""76'""]","['Correa ', 'Saúl ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
21,09/02/2021,1,RealMadrid,Getafe,2-0,2,0,0,L,0,Alberola Rojas,1,1,0,0,"[""59'"", ""65'""]","['Benzema ', 'Mendy ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,24/02/2021,1,Barcelona,Elche,3-0,3,0,0,L,0,Díaz de Mera,0,0,0,0,"[""47'"", ""68'"", ""72'""]","['Messi ', 'Messi ', 'Jordi Alba ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
21,17/03/2021,2,Sevilla,Elche,2-0,2,0,0,L,0,Alberola Rojas,2,1,0,0,"[""43'"", ""89'""]","['Nesyri ', 'Vázquez ']",[],[],0,0,15,20,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
21,17/02/2021,2,Levante,AtléticodeMadrid,1-1,1,1,0,E,0,Munuera Montero,1,3,0,0,"[""17'""]",['Bardhi '],"[""37'""]",['Marcos Llorente '],0,3,17,4,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
21,06/01/2021,2,AthleticClub,Barcelona,2-3,2,3,0,V,0,Del Cerro Grande,2,1,0,0,"[""3'"", ""90'""]","['Williams ', 'Muniain ']","[""14'"", ""38'"", ""62'""]","['Pedri ', 'Messi ', 'Messi ']",0,3,16,6,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
21,20/09/2020,2,Betis,Valladolid,2-0,2,0,1,L,0,Jaime Latre,3,0,0,0,"[""9'"", ""18'""]","['Fekir ', 'William Carvalho ']",[],[],3,1,7,9,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
