Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
9,30/08/2008,1,Espanyol,Valladolid,1-0,1,0,0,L,0,Ayza Gámez,4,4,0,0,"[""48'""]",['Luis García '],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,30/08/2008,1,Valencia,Mallorca,3-0,3,0,0,L,0,Rubinos Pérez,4,0,0,0,"[""35'"", ""37'"", ""82'""]","['Villa ', 'Mata ', 'Vicente ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,31/08/2008,1,AthleticClub,Almería,1-3,1,3,0,V,0,Teixeira Vitienes,2,4,0,0,"[""55'""]",['Ion Vélez '],"[""7'"", ""33'"", ""52'""]","['Pellerano ', 'Negredo ', 'Juanma Ortiz ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,31/08/2008,1,AtléticodeMadrid,Málaga,4-0,4,0,1,L,0,Rodríguez Santiago,1,2,0,0,"[""27'"", ""39'"", ""42'"", ""81'""]","['Heitinga ', 'Forlán ', 'Forlán ', 'Pongolle ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,31/08/2008,1,Betis,RecreativodeHuelva,0-1,0,1,0,V,0,Megía Dávila,3,0,0,0,[],[],"[""35'""]",['Adrián Colunga '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,31/08/2008,1,DeportivodeLaCoruña,RealMadrid,2-1,2,1,0,L,0,Muñiz Fernández,4,3,0,0,"[""26'"", ""51'""]","['Mista ', 'Lopo ']","[""47'""]",['Van Nistelrooy '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,31/08/2008,1,SportingdeGijón,Getafe,1-2,1,2,0,V,0,Pérez Burrull,4,2,0,0,"[""35'""]",['Diego Castro '],"[""14'"", ""85'""]","['Albín ', 'Casquero ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,31/08/2008,1,Numancia,Barcelona,1-0,1,0,0,L,0,Fernández Borbalán,0,2,0,0,"[""12'""]",['Mario '],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,31/08/2008,1,Osasuna,Villarreal,1-1,1,1,1,E,0,Álvarez Izquierdo,2,1,1,1,"[""68'""]",['Nekounam '],"[""54'""]",['Senna '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,31/08/2008,1,RacingdeSantander,Sevilla,1-1,1,1,0,E,0,Undiano Mallenco,2,0,0,0,"[""75'""]",['Juanjo '],"[""71'""]",['Luís Fabiano '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,14/09/2008,2,Villarreal,DeportivodeLaCoruña,1-0,1,0,0,L,0,Daudén Ibáñez,3,2,0,0,"[""27'""]",['Cazorla '],[],[],1,3,12,7,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0
9,14/09/2008,2,Almería,Valencia,2-2,2,2,0,E,0,Velasco Carballo,2,2,0,0,"[""11'"", ""39'""]","['Piatti ', 'Negredo ']","[""35'"", ""69'""]","['Alexis ', 'Villa ']",3,3,4,5,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
9,14/09/2008,2,RealMadrid,Numancia,4-3,4,3,0,L,0,Paradas Romero,0,1,0,0,"[""18'"", ""26'"", ""33'"", ""40'""]","['Guti ', 'Higuaín ', 'Van der ', 'Propia Puerta']","[""7'"", ""22'"", ""56'""]","['Moreno ', 'Barkero ', 'Moreno ']",0,3,15,2,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
9,14/09/2008,2,Mallorca,Osasuna,1-1,1,1,0,E,0,Turienzo Álvarez,3,1,1,0,"[""15'""]",['Aduriz '],"[""85'""]",['Portillo '],0,1,16,9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
9,14/09/2008,2,Málaga,AthleticClub,0-0,0,0,0,E,0,Clos Gómez,2,1,0,0,[],[],[],[],0,0,17,19,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
9,13/09/2008,2,Valladolid,AtléticodeMadrid,2-1,2,1,1,L,0,Medina Cantalejo,4,2,0,0,"[""4'"", ""28'""]","['Vivar Dorado ', 'Baraja ']","[""54'""]",['Agüero '],0,3,18,8,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
9,14/09/2008,2,Getafe,Betis,0-0,0,0,0,E,0,Iturralde González,2,5,0,0,[],[],[],[],3,0,3,14,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
9,13/09/2008,2,Sevilla,SportingdeGijón,4-3,4,3,0,L,1,Mateu Lahoz,3,3,0,0,"[""21'"", ""35'"", ""36'"", ""59'""]","['Chevantón ', 'Kanouté ', 'Maresca ', 'Kanouté ']","[""17'"", ""19'"", ""45'""]","['Bilić ', 'Bilić ', 'Bilić ']",1,0,11,13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
9,13/09/2008,2,Barcelona,RacingdeSantander,1-1,1,1,1,E,0,Ramírez Domínguez,1,7,0,0,"[""70'""]",['Messi '],"[""76'""]",['Jonathan Pereira '],0,1,20,10,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
9,14/09/2008,2,RecreativodeHuelva,Espanyol,0-1,0,1,0,V,0,González Vázquez,3,3,0,0,[],[],"[""85'""]",['Luis García '],3,3,6,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
9,21/09/2008,3,Numancia,Villarreal,1-2,1,2,0,V,0,Undiano Mallenco,1,2,0,0,"[""43'""]",['Gorka Brit '],"[""50'"", ""76'""]","['Cazorla ', 'Llorente ']",3,4,10,3,,,1.0,0.333,1.0,1.0,0.0,1.0,0.5,2.0,0.0,0.5,2.0,0.0
9,21/09/2008,3,Valencia,Osasuna,1-0,1,0,0,L,0,Fernández Borbalán,1,3,0,0,"[""79'""]",['Mata '],[],[],4,2,2,13,,,1.0,0.333,3.0,1.0,0.0,1.0,3.0,1.5,0.0,0.5,2.0,0.0
9,21/09/2008,3,Almería,Málaga,1-0,1,0,0,L,0,Mejuto González,1,4,1,1,"[""74'""]",['Negredo '],[],[],4,1,5,17,,,0.333,0.0,2.0,0.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0
9,21/09/2008,3,RacingdeSantander,RealMadrid,0-2,0,2,0,V,0,Pérez Lasa,0,5,0,0,[],[],"[""54'"", ""74'""]","['De la ', 'Van Nistelrooy ']",2,3,14,11,,,0.333,0.0,1.0,1.0,1.0,2.0,4.5,1.5,0.0,0.0,0.0,0.0
9,21/09/2008,3,SportingdeGijón,Barcelona,1-6,1,6,0,V,0,Megía Dávila,2,0,1,0,"[""50'""]",['Maldonado '],"[""27'"", ""33'"", ""49'"", ""70'"", ""85'"", ""89'""]","['Xavi ', 'o ', 'Propia Puerta', 'Iniesta ', 'Messi ', 'Messi ']",0,1,20,19,,,0.0,0.0,1.0,0.0,2.0,1.0,3.5,1.5,0.0,0.0,3.0,0.0
9,20/09/2008,3,Espanyol,Getafe,1-1,1,1,0,E,1,Delgado Ferreiro,3,3,0,0,"[""57'""]",['Sergio Sánchez '],"[""47'""]",['Manu del '],6,4,1,6,,,1.0,1.0,1.0,2.0,0.0,1.0,3.5,2.0,0.0,0.0,0.0,0.0
9,21/09/2008,3,Betis,Sevilla,0-0,0,0,0,E,0,Pérez Burrull,2,2,0,0,[],[],[],[],1,4,15,4,,,0.0,0.333,0.0,1.0,1.0,1.0,4.0,1.5,0.0,0.0,6.0,0.0
