Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
2,25/08/2001,1,Valencia,RealMadrid,1-0,1,0,0,L,0,López Nieto,4,4,0,0,"[""8'""]",['Angulo '],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,26/08/2001,1,DeportivodeLaCoruña,Valladolid,4-0,4,0,0,L,0,Muñiz Fernández,1,1,0,0,"[""45'"", ""61'"", ""66'"", ""68'""]","['Víctor ', 'Valerón ', 'Makaay ', 'Diego Tristán ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,26/08/2001,1,Espanyol,Zaragoza,2-1,2,1,0,L,0,Rodríguez Santiago,3,2,0,0,"[""6'"", ""63'""]","['De Lucas ', 'Lopo ']","[""33'""]",['Jamelli '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,26/08/2001,1,Málaga,Betis,3-2,3,2,0,L,1,Ansuategui Roca,7,2,0,0,"[""36'"", ""64'"", ""67'""]","['Darío Silva ', 'Darío Silva ', 'Zárate ']","[""19'"", ""52'""]","['Gastón Casas ', 'Gastón Casas ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,26/08/2001,1,Mallorca,LasPalmas,0-3,0,3,0,V,0,Megía Dávila,3,4,0,0,[],[],"[""42'"", ""48'"", ""83'""]","['Pablo Lago ', 'Jorge Larena ', 'Carmelo ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,26/08/2001,1,Osasuna,CeltadeVigo,0-3,0,3,0,V,0,Daudén Ibáñez,2,2,0,0,[],[],"[""31'"", ""56'"", ""71'""]","['Catanha ', 'Sergio Fernández ', 'Jesuli ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,26/08/2001,1,RealSociedad,AthleticClub,1-3,1,3,0,V,0,Carmona Méndez,4,2,0,0,"[""17'""]",['Khokhlov '],"[""15'"", ""75'"", ""83'""]","['Urzaiz ', 'Tiko ', 'Urzaiz ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,26/08/2001,1,RayoVallecano,Villarreal,1-2,1,2,0,V,0,Pérez Pérez,2,5,0,0,"[""42'""]",['Arteaga '],"[""17'"", ""38'""]","['Jorge López ', 'Craioveanu ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,26/08/2001,1,Sevilla,Barcelona,1-2,1,2,1,V,0,Losantos Omar,3,3,0,0,"[""49'""]",['Nico Olivera '],"[""41'"", ""75'""]","['Kluivert ', 'Kluivert ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,26/08/2001,1,Tenerife,Alavés,0-2,0,2,0,V,0,Undiano Mallenco,2,5,0,0,[],[],"[""40'"", ""83'""]","['Rubén Navarro ', 'Astudillo ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
