Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
3,31/08/2002,1,RacingdeSantander,Valladolid,0-1,0,1,0,V,0,Téllez Sánchez,2,2,0,0,[],[],"[""89'""]",['Aganzo '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,01/09/2002,1,Barcelona,AtléticodeMadrid,2-2,2,2,0,E,0,Pérez Lasa,3,5,0,0,"[""4'"", ""54'""]","['Luis Enrique ', 'Luis Enrique ']","[""45'"", ""85'""]","['Otero ', 'Correa ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,01/09/2002,1,DeportivodeLaCoruña,Betis,2-4,2,4,1,V,1,Megía Dávila,4,3,0,0,"[""30'"", ""75'""]","['Makaay ', 'Diego Tristán ']","[""17'"", ""24'"", ""39'"", ""53'""]","['Assunção ', 'Alfonso ', 'Arzu ', 'Joaquín ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,01/09/2002,1,RecreativodeHuelva,Málaga,2-3,2,3,0,V,0,Rodríguez Santiago,2,4,0,0,"[""17'"", ""33'""]","['Raúl Molina ', 'Viqueira ']","[""35'"", ""48'"", ""60'""]","['Musampa ', 'Musampa ', 'Musampa ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,01/09/2002,1,Mallorca,Valencia,0-2,0,2,0,V,0,Undiano Mallenco,1,1,0,0,[],[],"[""10'"", ""56'""]","['De los ', 'Baraja ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,01/09/2002,1,RealSociedad,AthleticClub,4-2,4,2,0,L,0,Pérez Pérez,1,5,0,0,"[""27'"", ""32'"", ""61'"", ""75'""]","['Karpin ', 'Nihat ', 'Nihat ', 'Kovačević ']","[""29'"", ""74'""]","['Gurpegui ', 'Gurpegui ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,01/09/2002,1,RayoVallecano,Alavés,2-2,2,2,1,E,0,Puentes Leira,2,3,0,0,"[""21'"", ""64'""]","['Julio ', 'Julio ']","[""37'"", ""71'""]","['Iván Alonso ', 'Magno ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,01/09/2002,1,Sevilla,CeltadeVigo,0-1,0,1,0,V,0,Pino Zamorano,3,3,0,0,[],[],"[""39'""]",['Gustavo López '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,01/09/2002,1,Villarreal,Osasuna,2-2,2,2,0,E,0,Medina Cantalejo,2,1,0,0,"[""10'"", ""14'""]","['Víctor ', 'Víctor ']","[""68'"", ""83'""]","['Antonio López ', 'Pablo García ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,02/09/2002,1,RealMadrid,Espanyol,2-0,2,0,0,L,0,Mejuto González,2,1,0,0,"[""34'"", ""88'""]","['Iván Helguera ', 'McManaman ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
