Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
19,17/08/2018,1,Girona,Valladolid,0-0,0,0,0,E,0,Cuadra Fernández,1,1,0,0,[],[],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,17/08/2018,1,Betis,Levante,0-3,0,3,0,V,0,Iglesias Villanueva,0,2,0,0,[],[],"[""37'"", ""54'"", ""89'""]","['Roger ', 'Morales ', 'Morales ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,18/08/2018,1,CeltadeVigo,Espanyol,1-1,1,1,0,E,0,Jaime Latre,3,2,0,0,"[""50'""]",['Propia Puerta'],"[""44'""]",['Hermoso '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,18/08/2018,1,Villarreal,RealSociedad,1-2,1,2,0,V,0,Melero López,2,3,0,0,"[""15'""]",['Gerard Moreno '],"[""40'"", ""70'""]","['Willian José ', 'Juanmi ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,18/08/2018,1,Barcelona,Alavés,3-0,3,0,0,L,0,Sánchez Martínez,0,2,0,0,"[""64'"", ""84'"", ""92'""]","['Messi ', 'Coutinho ', 'Messi ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19/08/2018,1,Eibar,Huesca,1-2,1,2,0,V,0,Prieto Iglesias,1,1,0,0,"[""69'""]",['Escalante '],"[""5'"", ""40'""]","['lex Gallar ', 'lex Gallar ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19/08/2018,1,RayoVallecano,Sevilla,1-4,1,4,1,V,0,Mateu Lahoz,1,0,0,0,"[""84'""]",['Embarba '],"[""14'"", ""31'"", ""45'"", ""79'""]","['Vázquez ', 'André Silva ', 'André Silva ', 'André Silva ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19/08/2018,1,RealMadrid,Getafe,2-0,2,0,0,L,0,Estrada Fernández,1,7,0,0,"[""20'"", ""68'""]","['Carvajal ', 'Bale ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,20/08/2018,1,Valencia,AtléticodeMadrid,1-1,1,1,0,E,0,Gil Manzano,2,3,0,0,"[""56'""]",['Rodrigo '],"[""25'""]",['Correa '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,20/08/2018,1,AthleticClub,Leganés,2-1,2,1,0,L,0,Cordero Vega,4,5,0,0,"[""27'"", ""93'""]","['Nolaskoain ', 'Muniain ']","[""32'""]",['Jonathan Silva '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
