Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
4,30/08/2003,1,Albacete,Osasuna,0-2,0,2,0,V,1,Daudén Ibáñez,3,3,0,0,[],[],"[""41'"", ""90'""]","['Valdo ', 'Puñal ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,30/08/2003,1,AthleticClub,Barcelona,0-1,0,1,0,V,0,Undiano Mallenco,1,2,0,0,[],[],"[""11'""]",['Cocu '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,30/08/2003,1,Espanyol,RealSociedad,1-1,1,1,0,E,0,Rubinos Pérez,2,3,0,0,"[""22'""]",['Womé '],"[""56'""]",['Kovačević '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,30/08/2003,1,Málaga,Villarreal,0-0,0,0,0,E,0,Muñiz Fernández,4,6,0,0,[],[],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,30/08/2003,1,RealMadrid,Betis,2-1,2,1,0,L,0,Carmona Méndez,2,5,0,0,"[""2'"", ""61'""]","['Beckham ', 'Ronaldo ']","[""33'""]",['Juanito '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,30/08/2003,1,Valencia,Valladolid,1-1,1,1,0,E,0,Ramírez Domínguez,3,4,0,0,"[""76'""]",['Aimar '],"[""24'""]",['Sousa '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,31/08/2003,1,CeltadeVigo,Murcia,1-1,1,1,0,E,1,Turienzo Álvarez,0,3,0,0,"[""30'""]",['Milošević '],"[""73'""]",['Luis García '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,31/08/2003,1,RacingdeSantander,Mallorca,2-1,2,1,0,L,1,Tristante Oliva,5,2,0,0,"[""12'"", ""70'""]","['Benayoun ', 'Javi Guerrero ']","[""90'""]",['o '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,31/08/2003,1,Sevilla,AtléticodeMadrid,1-0,1,0,0,L,0,Pérez Lasa,3,2,0,0,"[""25'""]",['Baptista '],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,31/08/2003,1,Zaragoza,DeportivodeLaCoruña,0-1,0,1,0,V,0,Iturralde González,2,1,0,0,[],[],"[""66'""]",['Pandiani '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,03/09/2003,2,Valladolid,Málaga,1-0,1,0,1,L,0,Losantos Omar,3,2,0,0,"[""43'""]",['Jesús Sánchez '],[],[],1,1,10,13,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
4,03/09/2003,2,Murcia,RacingdeSantander,1-1,1,1,0,E,0,Téllez Sánchez,0,3,0,0,"[""8'""]",['Richi '],"[""44'""]",['Javi Guerrero '],1,3,7,5,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0
