Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
5,28/08/2004,1,AtléticodeMadrid,Málaga,2-0,2,0,0,L,0,Iturralde González,2,4,0,0,"[""44'"", ""48'""]","['Ibagaza ', 'Fernando Torres ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,28/08/2004,1,Espanyol,DeportivodeLaCoruña,1-1,1,1,1,E,0,Rubinos Pérez,4,4,1,0,"[""22'""]",['Tamudo '],"[""77'""]",['Pandiani '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,28/08/2004,1,Numancia,Betis,1-1,1,1,0,E,0,Lizondo Cortés,3,3,0,0,"[""29'""]",['Juanlu '],"[""45'""]",['Fernando '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,29/08/2004,1,Mallorca,RealMadrid,0-1,0,1,0,V,0,Turienzo Álvarez,1,3,0,0,[],[],"[""51'""]",['Ronaldo '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,29/08/2004,1,Osasuna,AthleticClub,1-1,1,1,0,E,0,Daudén Ibáñez,3,4,1,0,"[""40'""]",['Milošević '],"[""16'""]",['Etxeberria '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,29/08/2004,1,RacingdeSantander,Barcelona,0-2,0,2,0,V,1,Undiano Mallenco,2,0,0,0,[],[],"[""68'"", ""74'""]","['Giuly ', 'o ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,29/08/2004,1,RealSociedad,Levante,1-1,1,1,0,E,0,Carmona Méndez,3,3,0,0,"[""74'""]",['Nihat '],"[""41'""]",['Harte '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,29/08/2004,1,Sevilla,Albacete,1-0,1,0,0,L,0,Puentes Leira,2,4,0,0,"[""47'""]",['Renato '],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,29/08/2004,1,Zaragoza,Getafe,3-1,3,1,0,L,0,Pérez Lasa,2,4,0,0,"[""22'"", ""63'"", ""79'""]","['lvaro ', 'Sávio ', 'lvaro ']","[""16'""]",['José Antonio '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,30/08/2004,1,Valencia,Villarreal,2-1,2,1,0,L,0,Ramírez Domínguez,2,3,0,0,"[""26'"", ""38'""]","['Marchena ', 'Baraja ']","[""78'""]",['Forlán '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,12/09/2004,2,Villarreal,RealSociedad,0-0,0,0,0,E,0,Pino Zamorano,1,3,0,0,[],[],[],[],0,1,20,12,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
5,12/09/2004,2,Málaga,Zaragoza,0-0,0,0,0,E,0,González Vázquez,4,2,0,0,[],[],[],[],0,3,15,5,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
5,12/09/2004,2,Levante,RacingdeSantander,3-1,3,1,0,L,0,Fernández Borbalán,2,4,0,0,"[""47'"", ""67'"", ""88'""]","['Manchev ', 'Nacho ', 'Ettien ']","[""18'""]",['Aganzo '],1,0,10,17,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
5,12/09/2004,2,Getafe,Mallorca,1-2,1,2,0,V,0,Losantos Omar,1,3,0,0,"[""84'""]",['Nano Rivas '],"[""39'"", ""52'""]","['Luis García ', 'Arango ']",0,0,16,19,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
5,12/09/2004,2,DeportivodeLaCoruña,Osasuna,1-3,1,3,0,V,1,Moreno Delgado,0,5,0,0,"[""19'""]",['Pandiani '],"[""55'"", ""62'"", ""80'""]","['Aloisi ', 'Milošević ', 'Milošević ']",1,1,9,13,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0
5,11/09/2004,2,RealMadrid,Numancia,1-0,1,0,0,L,0,Pérez Burrull,0,1,0,0,"[""16'""]",['Beckham '],[],[],3,1,3,14,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
5,12/09/2004,2,Albacete,AtléticodeMadrid,0-2,0,2,0,V,0,Medina Cantalejo,3,2,0,0,[],[],"[""85'"", ""90'""]","['Fernando Torres ', 'Ibagaza ']",0,3,18,1,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
5,11/09/2004,2,Barcelona,Sevilla,2-0,2,0,0,L,0,Velasco Carballo,1,5,0,0,"[""35'"", ""79'""]","['Giuly ', 'Larsson ']",[],[],3,3,2,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5,11/09/2004,2,AthleticClub,Valencia,2-2,2,2,1,E,0,Rodríguez Santiago,2,4,0,0,"[""14'"", ""20'""]","['Urzaiz ', 'Iraola ']","[""65'"", ""76'""]","['Di Vaio ', 'Angulo ']",1,3,8,6,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
5,12/09/2004,2,Betis,Espanyol,1-4,1,4,0,V,0,Teixeira Vitienes,2,1,0,0,"[""50'""]",['Edú '],"[""19'"", ""42'"", ""51'"", ""65'""]","['Maxi Rodríguez ', 'Dani ', 'Maxi Rodríguez ', 'Maxi Rodríguez ']",1,1,11,7,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0
5,19/09/2004,3,Numancia,Getafe,1-0,1,0,0,L,0,Iturralde González,6,3,1,0,"[""6'""]",['Pineda '],[],[],1,0,15,18,,,0.333,0.0,1.0,1.0,1.0,3.0,2.0,2.5,0.0,0.0,6.0,0.0
5,19/09/2004,3,Zaragoza,Albacete,4-3,4,3,0,L,0,Esquinas Torres,3,0,0,0,"[""1'"", ""52'"", ""57'"", ""69'""]","['Javi Moreno ', 'Javi Moreno ', 'Sávio ', 'Villa ']","[""32'"", ""40'"", ""89'""]","['Pacheco ', 'Redondo ', 'Rubén Castro ']",4,0,4,20,,,1.0,0.0,3.0,0.0,1.0,1.0,2.0,3.5,0.0,0.0,0.0,0.0
5,19/09/2004,3,Sevilla,Levante,3-0,3,0,0,L,0,Rubinos Pérez,1,1,0,0,"[""20'"", ""46'"", ""54'""]","['Renato ', 'Baptista ', 'Baptista ']",[],[],3,4,9,7,,,1.0,0.333,1.0,1.0,0.0,1.0,3.5,2.5,0.0,0.0,8.0,1.0
5,19/09/2004,3,RacingdeSantander,Villarreal,1-1,1,1,0,E,0,Turienzo Álvarez,2,3,0,0,"[""90'""]",['Juanma '],"[""59'""]",['Sonny Anderson '],0,1,19,17,,,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0
5,19/09/2004,3,Mallorca,Málaga,1-2,1,2,0,V,0,Megía Dávila,2,6,0,0,"[""70'""]",['Delibašić '],"[""24'"", ""82'""]","['Edgar ', 'Wanchope ']",3,1,10,13,,,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0
5,18/09/2004,3,Osasuna,Betis,3-2,3,2,0,L,0,Muñiz Fernández,0,4,0,0,"[""53'"", ""71'"", ""82'""]","['Aloisi ', 'Propia Puerta', 'Milošević ']","[""33'"", ""64'""]","['Melli ', 'Edú ']",4,1,8,14,,,0.333,0.333,1.0,1.0,1.0,1.0,4.0,2.5,0.5,0.0,0.0,0.0
5,19/09/2004,3,AthleticClub,DeportivodeLaCoruña,1-2,1,2,0,V,0,Undiano Mallenco,3,1,0,0,"[""54'""]",['Iraola '],"[""56'"", ""90'""]","['Pandiani ', 'Luque ']",2,1,11,16,,,0.333,0.333,2.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0
5,18/09/2004,3,Valencia,RealSociedad,3-1,3,1,0,L,1,Medina Cantalejo,0,2,0,0,"[""36'"", ""50'"", ""74'""]","['Di Vaio ', 'Di Vaio ', 'Mista ']","[""80'""]",['Arteta '],4,2,5,12,,,1.0,0.333,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0
5,18/09/2004,3,Espanyol,RealMadrid,1-0,1,0,0,L,0,Lizondo Cortés,3,6,0,1,"[""41'""]",['Maxi Rodríguez '],[],[],4,6,6,2,,,0.333,1.0,1.0,1.0,1.0,0.0,2.5,1.5,0.5,0.0,6.0,0.0
5,19/09/2004,3,AtléticodeMadrid,Barcelona,1-1,1,1,0,E,0,Daudén Ibáñez,4,1,0,0,"[""49'""]",['Fernando Torres '],"[""22'""]",['Van Bronckhorst '],6,6,1,3,,,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.5,0.0,0.0,7.0,1.0
5,23/09/2004,4,Barcelona,Zaragoza,4-1,4,1,0,L,0,Mejuto González,1,2,0,0,"[""26'"", ""46'"", ""66'"", ""78'""]","['o ', 'o ', 'Xavi ', 'Van Bronckhorst ']","[""14'""]",['Villa '],7,7,2,3,,,1.0,0.333,2.0,0.0,0.0,0.0,0.667,2.333,0.0,0.0,0.0,0.0
5,22/09/2004,4,Villarreal,Sevilla,0-0,0,0,0,E,0,Teixeira Vitienes,2,6,0,0,[],[],[],[],2,6,14,7,,,0.333,0.0,0.0,0.0,0.0,2.0,2.333,2.667,0.0,0.0,3.0,0.0
5,22/09/2004,4,RealSociedad,RacingdeSantander,0-1,0,1,0,V,0,Moreno Delgado,2,5,0,0,[],[],"[""44'""]",['Regueiro '],2,1,16,18,,,0.333,0.0,1.0,1.0,1.0,3.0,2.667,2.667,0.0,0.0,5.0,0.0
5,22/09/2004,4,Málaga,Numancia,4-1,4,1,0,L,0,Velasco Carballo,4,1,0,1,"[""4'"", ""8'"", ""20'"", ""89'""]","['Miguel ', 'Wanchope ', 'Amoroso ', 'Luque ']","[""67'""]",['Ochoa '],4,4,11,9,,,0.333,0.0,0.0,0.0,0.0,1.0,4.667,3.333,0.0,0.333,6.0,0.0
5,22/09/2004,4,Levante,AtléticodeMadrid,1-0,1,0,1,L,0,Pérez Lasa,1,3,0,0,"[""20'""]",['Rivera '],[],[],4,7,10,1,,,1.0,1.0,3.0,2.0,1.0,0.0,2.0,2.667,0.0,0.0,6.0,0.0
5,22/09/2004,4,Getafe,Espanyol,1-0,1,0,0,L,0,Carmona Méndez,4,1,0,0,"[""10'""]",['Propia Puerta'],[],[],0,7,19,5,,,0.0,1.0,1.0,4.0,2.0,1.0,2.667,2.667,0.0,0.333,6.0,0.0
5,22/09/2004,4,Betis,AthleticClub,2-1,2,1,0,L,0,Puentes Leira,3,2,0,0,"[""37'"", ""58'""]","['Juanito ', 'Fernando ']","[""38'""]",['Urzaiz '],1,2,17,15,,,0.0,0.333,1.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0
5,22/09/2004,4,Albacete,Mallorca,0-0,0,0,0,E,0,Rodríguez Santiago,1,2,0,0,[],[],[],[],0,3,20,13,,,0.0,1.0,0.0,2.0,2.0,1.0,2.333,2.0,0.0,0.0,6.0,0.0
5,21/09/2004,4,RealMadrid,Osasuna,1-0,1,0,0,L,0,Ramírez Domínguez,1,3,0,0,"[""50'""]",['Beckham '],[],[],6,7,8,6,,,1.0,1.0,1.0,3.0,0.0,1.0,3.0,2.667,0.333,0.333,5.0,0.0
5,22/09/2004,4,DeportivodeLaCoruña,Valencia,1-5,1,5,0,V,0,Pino Zamorano,2,1,0,0,"[""68'""]",['Pandiani '],"[""18'"", ""35'"", ""43'"", ""44'"", ""51'""]","['Corradi ', 'Di Vaio ', 'Vicente ', 'Rufete ', 'Baraja ']",4,7,12,4,,,0.0,0.333,1.0,2.0,3.0,2.0,1.667,2.0,0.0,0.0,4.0,0.0
5,26/09/2004,5,Osasuna,Getafe,2-1,2,1,0,L,0,Medina Cantalejo,3,2,0,0,"[""21'"", ""44'""]","['Moha ', 'Milošević ']","[""45'""]",['Pachón '],7,3,8,17,,,0.667,0.0,2.0,0.5,1.5,2.0,2.75,3.0,0.25,0.0,3.5,0.0
5,26/09/2004,5,Zaragoza,Levante,4-3,4,3,1,L,0,Megía Dávila,3,4,0,0,"[""35'"", ""51'"", ""58'"", ""74'""]","['Villa ', 'Javi Moreno ', 'Sávio ', 'Javi Moreno ']","[""26'"", ""44'"", ""76'""]","['Manchev ', 'Manchev ', 'Celestini ']",7,7,10,6,,,1.0,0.167,3.5,0.5,2.0,2.0,2.25,1.75,0.0,0.0,8.0,0.0
5,26/09/2004,5,Valencia,RacingdeSantander,2-0,2,0,0,L,0,González Vázquez,2,5,0,0,"[""25'"", ""45'""]","['Vicente ', 'Fiore ']",[],[],10,4,2,15,,,1.0,0.5,2.5,1.0,1.0,1.5,1.75,3.25,0.0,0.0,6.0,0.0
5,26/09/2004,5,Numancia,Albacete,0-0,0,0,0,E,0,Undiano Mallenco,0,2,0,0,[],[],[],[],4,1,11,20,,,0.667,0.0,1.0,1.5,0.5,2.5,2.75,2.0,0.5,0.0,3.0,0.0
5,26/09/2004,5,Sevilla,RealSociedad,2-1,2,1,0,L,0,Pérez Burrull,2,1,0,0,"[""44'"", ""66'""]","['Sergio Ramos ', 'Darío Silva ']","[""34'""]",['Rossato '],7,2,5,19,,,1.0,0.167,2.0,0.5,0.0,1.5,3.5,2.5,0.0,0.0,1.0,0.0
5,26/09/2004,5,Espanyol,Málaga,1-0,1,0,0,L,0,Esquinas Torres,4,4,0,0,"[""51'""]",['De la '],[],[],7,7,9,7,,,0.667,0.5,1.0,1.0,0.5,1.5,2.25,4.5,0.25,0.0,3.0,0.0
5,25/09/2004,5,DeportivodeLaCoruña,Betis,1-1,1,1,0,E,0,Daudén Ibáñez,1,2,0,0,"[""76'""]",['Víctor '],"[""61'""]",['Oliveira '],4,4,12,14,,,0.0,0.167,1.0,1.5,4.0,2.0,1.75,3.0,0.0,0.0,6.0,0.5
5,26/09/2004,5,Mallorca,Barcelona,1-3,1,3,0,V,1,Iturralde González,3,1,0,0,"[""77'""]",['Delibašić '],"[""10'"", ""38'"", ""39'""]","['Larsson ', 'o ', 'o ']",4,10,13,1,,,0.0,0.667,0.5,1.5,1.5,0.5,2.0,0.75,0.0,0.0,7.5,0.5
5,25/09/2004,5,AtléticodeMadrid,Villarreal,1-0,1,0,0,L,0,Losantos Omar,3,3,0,0,"[""41'""]",['Salva '],[],[],7,3,4,16,,,0.667,0.167,1.5,1.0,0.5,1.5,2.75,2.25,0.0,0.0,4.0,0.0
5,25/09/2004,5,AthleticClub,RealMadrid,2-1,2,1,0,L,0,Fernández Borbalán,4,4,0,0,"[""10'"", ""44'""]","['Urzaiz ', 'Ezquerro ']","[""51'""]",['Raúl '],2,9,18,3,,,0.167,0.5,1.5,0.5,2.0,0.5,2.75,2.5,0.0,0.25,6.0,0.0
5,03/10/2004,6,Villarreal,Zaragoza,2-0,2,0,0,L,0,Moreno Delgado,1,3,0,0,"[""42'"", ""48'""]","['Propia Puerta', 'Forlán ']",[],[],3,10,17,7,3.0,10.0,0.333,0.167,0.0,0.5,0.0,2.0,2.4,2.4,0.0,0.0,6.0,0.0
5,03/10/2004,6,RealMadrid,DeportivodeLaCoruña,0-1,0,1,0,V,0,Teixeira Vitienes,4,1,0,0,[],[],"[""45'""]",['Luque '],9,5,8,14,9.0,5.0,1.0,0.667,1.0,1.5,0.0,1.0,2.8,1.6,0.2,0.0,5.5,0.0
5,03/10/2004,6,RacingdeSantander,Sevilla,0-0,0,0,0,E,0,Pérez Lasa,3,3,0,1,[],[],[],[],4,10,16,4,4.0,10.0,0.167,0.167,0.5,0.0,1.5,1.0,3.6,3.2,0.0,0.0,5.0,0.0
5,03/10/2004,6,Málaga,Osasuna,2-0,2,0,0,L,0,Rubinos Pérez,2,4,0,0,"[""23'"", ""60'""]","['Amoroso ', 'Wanchope ']",[],[],7,10,10,5,7.0,10.0,0.667,0.5,2.0,1.5,0.5,1.0,4.4,2.8,0.0,0.2,5.0,0.5
5,03/10/2004,6,Levante,Mallorca,2-0,2,0,0,L,0,Ramírez Domínguez,2,3,0,0,"[""26'"", ""33'""]","['Manchev ', 'Sergio García ']",[],[],7,4,9,15,7.0,4.0,1.0,0.667,2.0,1.0,0.5,0.5,2.2,2.2,0.0,0.0,4.5,0.0
5,03/10/2004,6,Getafe,AthleticClub,3-1,3,1,0,L,0,Lizondo Cortés,2,4,0,0,"[""1'"", ""60'"", ""64'""]","['Pachón ', 'Pachón ', 'Pachón ']","[""51'""]",['Etxeberria '],3,5,18,12,3.0,5.0,0.5,0.167,1.0,1.0,1.0,1.5,2.8,3.0,0.0,0.0,7.5,0.5
