Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
12,23/01/2012,1,Villarreal,SportingdeGijón,3-0,3,0,0,L,0,Álvarez Izquierdo,1,3,0,0,"[""56'"", ""58'"", ""88'""]","['Marco Ruben ', 'Borja Valero ', 'Bruno Soriano ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,22/01/2012,1,RealMadrid,AthleticClub,4-1,4,1,2,L,0,Mateu Lahoz,3,2,0,1,"[""24'"", ""47'"", ""67'"", ""85'""]","['Marcelo ', 'Cristiano Ronaldo ', 'Cristiano Ronaldo ', 'Callejón ']","[""12'""]",['Llorente '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,22/01/2012,1,Levante,Zaragoza,0-0,0,0,0,E,0,Fernández Borbalán,0,0,0,0,[],[],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,22/01/2012,1,Málaga,Barcelona,1-4,1,4,0,V,0,Undiano Mallenco,1,0,0,0,"[""85'""]",['Rondón '],"[""32'"", ""47'"", ""51'"", ""77'""]","['Messi ', 'Alexis Sánchez ', 'Messi ', 'Messi ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,22/01/2012,1,RayoVallecano,Mallorca,0-1,0,1,0,V,0,Iturralde González,1,5,0,0,[],[],"[""56'""]",['Ramis '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,22/01/2012,1,Osasuna,Valencia,1-1,1,1,0,E,0,Teixeira Vitienes,3,3,0,1,"[""89'""]",['Lolo '],"[""84'""]",['Soldado '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,21/01/2012,1,Betis,Sevilla,1-1,1,1,0,E,0,Velasco Carballo,5,2,0,0,"[""25'""]",['Beñat '],"[""40'""]",['Negredo '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,21/01/2012,1,RealSociedad,AtléticodeMadrid,0-4,0,4,0,V,1,Muñiz Fernández,4,7,0,0,[],[],"[""2'"", ""46'"", ""82'"", ""89'""]","['Falcao ', 'Adrián ', 'Falcao ', 'Falcao ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,21/01/2012,1,RacingdeSantander,Getafe,1-2,1,2,0,V,0,González González,1,2,0,0,"[""13'""]",['Stuani '],"[""25'"", ""82'""]","['Gavilán ', 'Miku ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,21/01/2012,1,Espanyol,Granada,3-0,3,0,1,L,0,Del Cerro Grande,1,3,0,0,"[""25'"", ""44'"", ""80'""]","['Baena ', 'Verdú ', 'Rui Fonte ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,27/08/2011,2,SportingdeGijón,RealSociedad,1-2,1,2,1,V,0,Paradas Romero,4,1,0,1,"[""67'""]",['De las '],"[""34'"", ""64'""]","['Agirretxe ', 'Agirretxe ']",0,0,20,15,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
12,29/08/2011,2,Barcelona,Villarreal,5-0,5,0,0,L,0,Turienzo Álvarez,3,3,0,0,"[""25'"", ""44'"", ""46'"", ""51'"", ""74'""]","['Thiago Alcántara ', 'Fàbregas ', 'Alexis Sánchez ', 'Messi ', 'Messi ']",[],[],3,3,6,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,28/08/2011,2,Zaragoza,RealMadrid,0-6,0,6,0,V,0,Muñiz Fernández,2,1,0,0,[],[],"[""23'"", ""27'"", ""63'"", ""70'"", ""81'"", ""86'""]","['Cristiano Ronaldo ', 'Marcelo ', 'Xabi Alonso ', 'Cristiano Ronaldo ', 'Kaká ', 'Cristiano Ronaldo ']",1,3,9,7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0
12,28/08/2011,2,Getafe,Levante,1-1,1,1,0,E,0,Iglesias Villanueva,5,3,0,0,"[""61'""]",['Miku '],"[""76'""]",['Juanlu '],3,1,5,13,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
12,28/08/2011,2,Mallorca,Espanyol,1-0,1,0,0,L,0,Pérez Montero,2,3,0,0,"[""62'""]",['Propia Puerta'],[],[],3,3,4,2,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
12,28/08/2011,2,AthleticClub,RayoVallecano,1-1,1,1,0,E,0,Teixeira Vitienes,1,3,0,0,"[""55'""]",['Iturraspe '],"[""61'""]",['Movilla '],0,0,17,16,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,1.0
12,28/08/2011,2,AtléticodeMadrid,Osasuna,0-0,0,0,0,E,0,Ayza Gámez,1,0,0,0,[],[],[],[],3,1,3,12,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
12,27/08/2011,2,Granada,Betis,0-1,0,1,0,V,0,Pérez Lasa,2,2,0,0,[],[],"[""87'""]",['Rubén Castro '],0,1,19,11,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0
