Temporada,Fecha,Jornada,Equipo Local,Equipo Visitante,Resultado,Goles Local,Goles Visitante,Penaltis Local,Target,Penaltis Visitante,Arbitro,Amarillas Local,Amarillas Visitante,Rojas Local,Rojas Visitante,Minutos Goles L,Goleadores L,Minutos Goles V,Goleadores V,PTOS L,PTOS V,POSC L,POSC V,FORMA L,FORMA V,Pr PTOS L,Pr PTOS V,Pr G AF L,Pr G AF V,Pr G EC L,Pr G EC  V,Pr TA L,Pr TA V,Pr TR L,Pr TR V,Pr TA ARB,Pr TR ARB
6,27/08/2005,1,AthleticClub,RealSociedad,3-0,3,0,0,L,0,Mejuto González,0,1,0,0,"[""47'"", ""52'"", ""80'""]","['Yeste ', 'Llorente ', 'Luis Prieto ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,27/08/2005,1,Alavés,Barcelona,0-0,0,0,0,E,0,Teixeira Vitienes,0,1,0,0,[],[],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,27/08/2005,1,Valencia,Betis,1-0,1,0,0,L,0,Rodríguez Santiago,2,3,0,0,"[""52'""]",['Aimar '],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,28/08/2005,1,AtléticodeMadrid,Zaragoza,0-0,0,0,0,E,0,Iturralde González,2,7,0,0,[],[],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,28/08/2005,1,Cádiz,RealMadrid,1-2,1,2,0,V,0,Pérez Lasa,2,2,0,0,"[""62'""]",['Pavoni '],"[""4'"", ""85'""]","['Ronaldo ', 'Raúl ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,28/08/2005,1,CeltadeVigo,Málaga,2-0,2,0,0,L,0,Muñiz Fernández,1,2,0,0,"[""10'"", ""46'""]","['Gustavo López ', 'Baiano ']",[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,28/08/2005,1,Espanyol,Getafe,0-2,0,2,0,V,0,Ayza Gámez,2,3,0,0,[],[],"[""55'"", ""60'""]","['Gavilán ', 'Riki ']",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,28/08/2005,1,Mallorca,DeportivodeLaCoruña,0-1,0,1,0,V,0,Rubinos Pérez,2,4,0,0,[],[],"[""18'""]",['Juanma '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,28/08/2005,1,Osasuna,Villarreal,2-1,2,1,0,L,0,Pérez Burrull,5,2,0,0,"[""27'"", ""62'""]","['Romeo ', 'Romeo ']","[""55'""]",['Forlán '],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,28/08/2005,1,Sevilla,RacingdeSantander,1-0,1,0,0,L,0,Velasco Carballo,2,3,0,0,"[""28'""]",['Kepa '],[],[],0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,11/09/2005,2,Zaragoza,Valencia,2-2,2,2,0,E,0,Undiano Mallenco,1,3,0,0,"[""7'"", ""28'""]","['Ewerthon ', 'Cani ']","[""1'"", ""80'""]","['Angulo ', 'Villa ']",1,3,12,8,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0
