,Jornada,PREMIOS PRED,PREMIOS 40,PREMIOS 45,PREMIOS 50,PREMIOS 55,PREMIOS 60,Inversion
65,2015-1624,0.0,0.0,0.0,43.44,43.64,37.120000000000005,66
66,2015-1625,0.0,0.0,0.0,43.44,43.64,37.120000000000005,67
67,2015-1626,0.0,0.0,0.0,43.44,43.64,37.120000000000005,68
68,2015-1627,0.0,0.0,0.0,43.44,43.64,37.120000000000005,69
69,2015-1628,0.0,0.0,0.0,43.44,43.64,37.120000000000005,70
70,2015-1629,0.0,0.0,0.0,56.22,56.42,46.03,71
71,2015-1630,0.0,0.0,0.0,56.22,56.42,46.03,72
72,2015-1631,0.0,0.0,0.0,56.22,56.42,46.03,73
73,2015-1632,0.0,0.0,0.0,56.22,56.42,46.03,74
74,2015-1633,0.0,0.0,0.0,56.22,56.42,46.03,75
75,2015-1634,0.0,0.0,0.0,56.22,56.42,46.03,76
76,2015-1635,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,77
77,2015-1636,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,78
78,2016-1711,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,79
79,2016-1712,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,80
80,2016-1713,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,81
81,2016-1714,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,82
82,2016-1715,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,83
83,2016-1716,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,84
84,2016-1717,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,85
85,2016-1718,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,86
86,2016-1719,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,87
87,2016-1720,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,88
88,2016-1721,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,89
89,2016-1722,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,90
90,2016-1723,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,91
91,2016-1724,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,92
92,2016-1725,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,93
93,2016-1726,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,94
94,2016-1727,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,95
95,2016-1728,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,96
96,2016-1729,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,97
97,2016-1730,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,98
98,2016-1731,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,99
99,2016-1732,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,100
100,2016-1733,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,101
101,2016-1734,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,102
102,2016-1735,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,103
103,2016-1736,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,104
104,2017-1811,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,105
105,2017-1812,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,106
106,2017-1813,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,107
107,2017-1814,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,108
108,2017-1815,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,109
109,2017-1816,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,110
110,2017-1817,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,111
111,2017-1818,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,112
112,2017-1819,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,113
113,2017-1820,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,114
114,2017-1821,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,115
115,2017-1822,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,116
116,2017-1823,0.0,0.0,0.0,56.22,79.46000000000001,56.160000000000004,117
117,2017-1824,0.0,0.0,79.55,121.08,96.12,65.15,118
118,2017-1825,0.0,0.0,79.55,121.08,96.12,65.15,119
119,2017-1826,0.0,0.0,79.55,121.08,96.12,65.15,120
120,2017-1827,0.0,0.0,79.55,121.08,96.12,65.15,121
121,2017-1828,0.0,0.0,79.55,121.08,96.12,65.15,122
122,2017-1829,0.0,0.0,79.55,121.08,96.12,65.15,123
123,2017-1830,0.0,0.0,79.55,121.08,96.12,65.15,124
124,2017-1831,0.0,0.0,79.55,121.08,96.12,65.15,125
125,2017-1832,0.0,0.0,79.55,121.08,96.12,65.15,126
126,2017-1833,0.0,0.0,79.55,121.08,96.12,65.15,127
127,2017-1834,0.0,0.0,79.55,121.08,96.12,65.15,128
128,2017-1835,0.0,0.0,79.55,121.08,96.12,65.15,129
129,2017-1836,0.0,0.0,79.55,121.08,96.12,65.15,130
130,2018-1911,0.0,0.0,79.55,121.08,96.12,65.15,131
131,2018-1912,0.0,0.0,79.55,121.08,96.12,65.15,132
132,2018-1913,0.0,0.0,79.55,121.08,96.12,65.15,133
133,2018-1914,0.0,0.0,79.55,121.08,96.12,65.15,134
134,2018-1915,0.0,0.0,79.55,121.08,96.12,65.15,135
135,2018-1916,0.0,0.0,79.55,121.08,96.12,65.15,136
136,2018-1917,0.0,0.0,79.55,121.08,96.12,65.15,137
137,2018-1918,0.0,0.0,79.55,121.08,96.12,65.15,138
138,2018-1919,0.0,0.0,79.55,121.08,96.12,65.15,139
139,2018-1920,0.0,0.0,79.55,121.08,96.12,65.15,140
140,2018-1921,0.0,0.0,79.55,121.08,96.12,65.15,141
141,2018-1922,0.0,0.0,79.55,121.08,96.12,65.15,142
142,2018-1923,0.0,0.0,79.55,121.08,96.12,65.15,143
143,2018-1924,0.0,0.0,79.55,121.08,96.12,65.15,144
144,2018-1925,0.0,0.0,79.55,121.08,96.12,65.15,145
145,2018-1926,0.0,0.0,79.55,121.08,96.12,65.15,146
146,2018-1927,0.0,0.0,79.55,121.08,96.12,65.15,147
147,2018-1928,0.0,0.0,79.55,121.08,96.12,65.15,148
148,2018-1929,0.0,0.0,79.55,121.08,96.12,65.15,149
149,2018-1930,0.0,0.0,79.55,121.08,96.12,65.15,150
150,2018-1931,0.0,0.0,79.55,121.08,96.12,65.15,151
151,2018-1932,0.0,0.0,79.55,121.08,96.12,65.15,152
152,2018-1933,0.0,0.0,79.55,121.08,96.12,65.15,153
153,2018-1934,0.0,0.0,79.55,121.08,96.12,65.15,154
154,2018-1935,0.0,0.0,79.55,121.08,96.12,65.15,155
155,2018-1936,0.0,0.0,79.55,121.08,96.12,65.15,156
156,2020-2111,0.0,0.0,79.55,121.08,96.12,65.15,157
157,2020-2112,0.0,0.0,79.55,121.08,96.12,65.15,158
158,2020-2113,0.0,0.0,79.55,121.08,96.12,65.15,159
159,2020-2114,0.0,0.0,79.55,121.08,96.12,65.15,160
160,2020-2115,0.0,0.0,79.55,121.08,96.12,65.15,161
161,2020-2116,0.0,0.0,79.55,121.08,96.12,65.15,162
162,2020-2117,0.0,0.0,79.55,121.08,96.12,65.15,163
163,2020-2118,0.0,0.0,79.55,121.08,96.12,65.15,164
164,2020-2119,0.0,0.0,79.55,121.08,96.12,65.15,165
165,2020-2120,0.0,0.0,79.55,121.08,96.12,75.83000000000001,166
166,2020-2121,0.0,0.0,79.55,121.08,96.12,75.83000000000001,167
167,2020-2122,0.0,0.0,79.55,121.08,96.12,75.83000000000001,168
168,2020-2123,0.0,0.0,79.55,121.08,96.12,75.83000000000001,169
169,2020-2124,0.0,0.0,79.55,121.08,96.12,75.83000000000001,170
170,2020-2125,0.0,0.0,79.55,121.08,96.12,75.83000000000001,171
171,2020-2126,0.0,0.0,79.55,121.08,96.12,75.83000000000001,172
172,2020-2127,0.0,0.0,79.55,121.08,96.12,75.83000000000001,173
173,2020-2128,0.0,0.0,79.55,121.08,107.4,84.37,174
174,2020-2129,0.0,0.0,79.55,121.08,107.4,84.37,175
175,2020-2130,0.0,0.0,79.55,121.08,107.4,84.37,176
176,2020-2131,0.0,0.0,79.55,121.08,107.4,84.37,177
177,2020-2132,0.0,0.0,79.55,121.08,107.4,84.37,178
178,2020-2133,0.0,0.0,79.55,121.08,107.4,84.37,179
179,2020-2134,0.0,0.0,79.55,121.08,107.4,84.37,180
180,2020-2135,0.0,0.0,79.55,121.08,107.4,84.37,181
181,2020-2136,0.0,0.0,79.55,121.08,107.4,84.37,182
